project_name,continent,country,country_code,ecosystem,activity,activity_type,price_type,project_size_ha,project_size_filter,abatement_potential,total_cost_npv,total_cost,capex_npv,capex,opex_npv,opex,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_npv,maintenance_npv,monitoring,maintenance,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_NPV,total_revenue,total_revenu_npv,credits_issued
Indonesia Mangrove Restoration Planting Small,Asia,Indonesia,IDN,Mangrove,Restoration,Planting,Market price,100,Small,6033817,2648706,3542017,1465898,1571800,1182808,1970217,70,70,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,177799,200000,181226,41101,300000,49980,222327,349980,393852,664685,4562,7552,75812,120000,167296,300000,318958,528000,30,-640847,-395104,1329370,787704,37760
Indonesia Mangrove Restoration Hydrology Small,Asia,Indonesia,IDN,Mangrove,Restoration,Hydrology,Market price,100,Small,6033817,2956265,3947557,1634808,1761800,1321457,2185757,63,63,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,346709,390000,181226,80147,300000,97461,261373,397461,492315,830856,5703,9440,75812,120000,167296,300000,318958,528000,30,-524044,-336827,1661713,984630,47200
Indonesia Mangrove Restoration Planting Medium,Asia,Indonesia,IDN,Mangrove,Restoration,Planting,Opex breakeven,500,Medium,6033817,4093698,5554341,2159999,2371800,1933698,3182541,22,22,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,871900,1000000,181226,201553,300000,249900,382779,549900,966849,1647825,22003,36816,75812,120000,167296,300000,318958,528000,15.20337388,113108,0,3295649,1933698,184080
Indonesia Mangrove Restoration Hydrology Medium,Asia,Indonesia,IDN,Mangrove,Restoration,Hydrology,Opex breakeven,500,Medium,6033817,5315955,7086661,2988305,3321800,2327650,3764861,23,23,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,1700206,1950000,181226,393028,300000,487305,574254,787305,1163825,1983536,27504,46020,75812,120000,167296,300000,318958,528000,14.64060513,202211,0,3967072,2327650,230100
Indonesia Mangrove Restoration Planting Medium,Asia,Indonesia,IDN,Mangrove,Restoration,Planting,Market price,500,Medium,6033817,5034680,7158080,2159999,2371800,2874680,4786280,27,27,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,871900,1000000,181226,201553,300000,249900,382779,549900,1907831,3251564,22003,36816,75812,120000,167296,300000,318958,528000,30,1716848,940983,6503128,3815663,184080
Indonesia Mangrove Restoration Hydrology Medium,Asia,Indonesia,IDN,Mangrove,Restoration,Hydrology,Market price,500,Medium,6033817,6536919,9167580,2988305,3321800,3548614,5845780,28,28,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,1700206,1950000,181226,393028,300000,487305,574254,787305,2384789,4064455,27504,46020,75812,120000,167296,300000,318958,528000,30,2283130,1220964,8128910,4769578,230100
Indonesia Mangrove Restoration Planting Large,Asia,Indonesia,IDN,Mangrove,Restoration,Planting,Opex breakeven,1000,Large,6033817,5387272,7305433,3043083,3451800,2344189,3853633,15,15,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,1678021,2000000,181226,387900,300000,499800,569126,799800,1172095,2035977,40902,69856,75812,120000,167296,300000,318958,528000,9.833499001,218322,0,4071955,2344189,349280
Indonesia Mangrove Restoration Hydrology Large,Asia,Indonesia,IDN,Mangrove,Restoration,Hydrology,Opex breakeven,1000,Large,6033817,7738853,10355578,4637203,5351800,3101650,5003778,18,18,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,3272141,3900000,181226,756405,300000,974610,937631,1274610,1550825,2693848,51128,87320,75812,120000,167296,300000,318958,528000,10.40874063,383918,0,5387696,3101650,436600
Indonesia Mangrove Restoration Planting Large,Asia,Indonesia,IDN,Mangrove,Restoration,Planting,Market price,1000,Large,6033817,7790999,11480808,3043083,3451800,4747916,8029008,22,22,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,1678021,2000000,181226,387900,300000,499800,569126,799800,3575822,6211352,40902,69856,75812,120000,167296,300000,318958,528000,30,4393696,2403728,12422704,7151644,349280
Indonesia Mangrove Restoration Hydrology Large,Asia,Indonesia,IDN,Mangrove,Restoration,Hydrology,Market price,1000,Large,6033817,10657805,15425920,4637203,5351800,6020602,10074120,24,24,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,3272141,3900000,181226,756405,300000,974610,937631,1274610,4469777,7764190,51128,87320,75812,120000,167296,300000,318958,528000,30,5454260,2918952,15528380,8939554,436600
Indonesia Mangrove Conservation Small,Asia,Indonesia,IDN,Mangrove,Conservation,,Opex breakeven,4000,Small,10199230,2826271,4029024,1288099,1371800,1538172,2657224,13,13,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,769086,1364233,25793,44991,75812,120000,167296,300000,318958,528000,10.15040859,71241,0,2728465,1538172,224955
Indonesia Mangrove Conservation Small,Asia,Indonesia,IDN,Mangrove,Conservation,,Market price,4000,Small,10199230,4330255,6696843,1288099,1371800,3042156,5325043,19,19,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,2273069,4032052,25793,44991,75812,120000,167296,300000,318958,528000,30,2739061,1503983,8064104,4546139,224955
Indonesia Mangrove Conservation Medium,Asia,Indonesia,IDN,Mangrove,Conservation,,Opex breakeven,20000,Medium,10199230,3032618,4392000,1288099,1371800,1744519,3020200,3,3,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,872260,1547245,128967,224955,75812,120000,167296,300000,318958,528000,2.302418519,74291,0,3094491,1744519,1124776
Indonesia Mangrove Conservation Medium,Asia,Indonesia,IDN,Mangrove,Conservation,,Market price,20000,Medium,10199230,13525706,23005016,1288099,1371800,12237607,21633216,12,12,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,11365347,20160261,128967,224955,75812,120000,167296,300000,318958,528000,30,18687306,10493087,40320522,22730694,1124776
Indonesia Mangrove Conservation Large,Asia,Indonesia,IDN,Mangrove,Conservation,,Opex breakeven,40000,Large,10199230,4181197,6129765,1656813,1760933,2524384,4368832,2,2,50000,50000,786949,833833,153925,160000,403085,427100,88900,100000,129504,140000,44450,50000,0,0,362453,0,600000,0,362453,600000,1262192,2238922,257934,449910,75812,120000,167296,300000,398698,660000,1.665842786,109011,0,4477843,2524384,2249552
Indonesia Mangrove Conservation Large,Asia,Indonesia,IDN,Mangrove,Conservation,,Market price,40000,Large,10199230,25649699,44211366,1656813,1760933,23992886,42450432,11,11,50000,50000,786949,833833,153925,160000,403085,427100,88900,100000,129504,140000,44450,50000,0,0,362453,0,600000,0,362453,600000,22730694,40320522,257934,449910,75812,120000,167296,300000,398698,660000,30,38190612,21468502,80641044,45461388,2249552
Indonesia Seagrass Restoration Planting Small,Asia,Indonesia,IDN,Seagrass,Restoration,Planting,Opex breakeven,100,Small,127626,3487384,4749803,1775138,1919653,1712246,2830151,1728,1728,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,487039,547853,181226,112586,300000,136908,293812,436908,856123,1444838,244,404,75812,120000,167296,300000,318958,528000,1220.13164,59526,0,2889677,1712246,2018
Indonesia Seagrass Restoration Planting Small,Asia,Indonesia,IDN,Seagrass,Restoration,Planting,Market price,100,Small,127626,2652311,3340490,1775138,1919653,877173,1420837,1314,1314,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,487039,547853,181226,112586,300000,136908,293812,436908,21050,35525,244,404,75812,120000,167296,300000,318958,528000,30,-1349787,-835073,71050,42100,2018
Indonesia Seagrass Restoration Planting Medium,Asia,Indonesia,IDN,Seagrass,Restoration,Planting,Opex breakeven,500,Medium,127626,6269615,8255360,3676464,4111064,2593151,4144295,637,637,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,2388365,2739264,181226,552107,300000,684542,733333,984542,1296575,2209785,1176,1968,75812,120000,167296,300000,318958,528000,381.4707178,275276,0,4419571,2593151,9838
Indonesia Seagrass Restoration Planting Medium,Asia,Indonesia,IDN,Seagrass,Restoration,Planting,Market price,500,Medium,127626,5075006,6219358,3676464,4111064,1398542,2108294,516,516,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,2388365,2739264,181226,552107,300000,684542,733333,984542,101967,173784,1176,1968,75812,120000,167296,300000,318958,528000,30,-1760726,-1194609,347568,203933,9838
Indonesia Seagrass Restoration Planting Large,Asia,Indonesia,IDN,Seagrass,Restoration,Planting,Opex breakeven,1000,Large,127626,9577683,12691786,5961605,6930329,3616078,5761457,513,513,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,4596543,5478529,181226,1062560,300000,1369084,1243786,1669084,1808039,3140640,2186,3734,75812,120000,167296,300000,318958,528000,283.8149964,519822,0,6281279,3616078,18668
Indonesia Seagrass Restoration Planting Large,Asia,Indonesia,IDN,Seagrass,Restoration,Planting,Market price,1000,Large,127626,7960759,9883120,5961605,6930329,1999154,2952792,426,426,50000,50000,629559,667067,153925,160000,268724,284733,88900,100000,129504,140000,44450,50000,4596543,5478529,181226,1062560,300000,1369084,1243786,1669084,191115,331974,2186,3734,75812,120000,167296,300000,318958,528000,30,-2288844,-1616925,663948,382229,18668
Indonesia Seagrass Conservation Small,Asia,Indonesia,IDN,Seagrass,Conservation,,Opex breakeven,400,Small,2035267,2776272,4028927,1288099,1371800,1488173,2657127,375,375,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,744087,1407647,794,1480,75812,120000,167296,300000,318958,528000,310.8540271,158166,0,2815293,1488173,7402
Indonesia Seagrass Conservation Small,Asia,Indonesia,IDN,Seagrass,Conservation,,Market price,400,Small,2035267,2103996,2757130,1288099,1371800,815897,1385330,284,284,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,71811,135850,794,1480,75812,120000,167296,300000,318958,528000,30,-1113631,-672276,271699,143621,7402
Indonesia Seagrass Conservation Medium,Asia,Indonesia,IDN,Seagrass,Conservation,,Opex breakeven,2000,Medium,2035267,2782624,4040856,1288099,1371800,1494525,2669056,75,75,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,747262,1413654,3970,7402,75812,120000,167296,300000,318958,528000,62.43614117,158253,0,2827309,1494525,37011
Indonesia Seagrass Conservation Medium,Asia,Indonesia,IDN,Seagrass,Conservation,,Market price,2000,Medium,2035267,2394414,3306450,1288099,1371800,1106315,1934650,65,65,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,359053,679248,3970,7402,75812,120000,167296,300000,318958,528000,30,-576154,-388209,1358496,718106,37011
Indonesia Seagrass Conservation Large,Asia,Indonesia,IDN,Seagrass,Conservation,,Opex breakeven,4000,Large,2035267,2790563,4055768,1288099,1371800,1502464,2683968,38,38,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,751232,1421164,7939,14804,75812,120000,167296,300000,318958,528000,31.38390542,158360,0,2842328,1502464,74022
Indonesia Seagrass Conservation Large,Asia,Indonesia,IDN,Seagrass,Conservation,,Market price,4000,Large,2035267,2757437,3993101,1288099,1371800,1469337,2621301,37,37,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,0,0,181226,0,300000,0,181226,300000,718106,1358496,7939,14804,75812,120000,167296,300000,318958,528000,30,95691,-33126,2716992,1436211,74022
Indonesia Salt marsh Restoration Planting Small,Asia,Indonesia,IDN,Salt marsh,Restoration,Planting,Opex breakeven,100,Small,0,3223445,4425864,1594274,1716205,1629171,2709659,755,755,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,306175,344405,181226,70777,300000,86067,252003,386067,814586,1374738,516,854,75812,120000,167296,300000,318958,528000,548.5729039,39817,0,2749476,1629171,4271
Indonesia Salt marsh Restoration Hydrology Small,Asia,Indonesia,IDN,Salt marsh,Restoration,Hydrology,Opex breakeven,100,Small,0,3649046,4948718,1885140,2043390,1763906,2905328,684,684,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,597041,671590,181226,138015,300000,167830,319241,467830,881953,1488430,645,1068,75812,120000,167296,300000,318958,528000,475.1523697,71532,0,2976860,1763906,5339
Indonesia Salt marsh Restoration Planting Small,Asia,Indonesia,IDN,Salt marsh,Restoration,Planting,Market price,100,Small,0,2453407,3126307,1594274,1716205,859133,1410102,574,574,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,306175,344405,181226,70777,300000,86067,252003,386067,44548,75181,516,854,75812,120000,167296,300000,318958,528000,30,-1259740,-770038,150362,89095,4271
Indonesia Salt marsh Restoration Hydrology Small,Asia,Indonesia,IDN,Salt marsh,Restoration,Hydrology,Market price,100,Small,0,2822777,3554264,1885140,2043390,937637,1510874,529,529,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,597041,671590,181226,138015,300000,167830,319241,467830,55684,93976,645,1068,75812,120000,167296,300000,318958,528000,30,-1322922,-826268,187952,111369,5339
Indonesia Salt marsh Restoration Planting Medium,Asia,Indonesia,IDN,Salt marsh,Restoration,Planting,Opex breakeven,500,Medium,0,4975255,6638913,2789534,3093826,2185721,3545088,239,239,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,1501435,1722026,181226,347079,300000,430334,528305,730334,1092861,1862590,2489,4164,75812,120000,167296,300000,318958,528000,151.9341198,180091,0,3725179,2185721,20821
Indonesia Salt marsh Restoration Hydrology Medium,Asia,Indonesia,IDN,Salt marsh,Restoration,Hydrology,Opex breakeven,500,Medium,0,7062313,9247716,4215897,4729750,2846416,4517966,271,271,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,2927797,3357950,181226,676805,300000,839152,858031,1139152,1423208,2425609,3111,5205,75812,120000,167296,300000,318958,528000,158.2883368,333252,0,4851218,2846416,26026
Indonesia Salt marsh Restoration Planting Medium,Asia,Indonesia,IDN,Salt marsh,Restoration,Planting,Market price,500,Medium,0,4098184,5144100,2789534,3093826,1308650,2050274,197,197,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,1501435,1722026,181226,347079,300000,430334,528305,730334,215790,367776,2489,4164,75812,120000,167296,300000,318958,528000,30,-1314722,-877071,735552,431579,20821
Indonesia Salt marsh Restoration Hydrology Medium,Asia,Indonesia,IDN,Salt marsh,Restoration,Hydrology,Market price,500,Medium,0,5908842,7281826,4215897,4729750,1692945,2552077,227,227,50000,50000,629559,667067,76963,80000,268724,284733,88900,100000,129504,140000,44450,50000,2927797,3357950,181226,676805,300000,839152,858031,1139152,269737,459720,3111,5205,75812,120000,167296,300000,318958,528000,30,-1632638,-1153471,919439,539474,26026
